Elapsed Time,Total execs,Unique samples,Crashes,Hangs,Offsets,Execs/s,Fuzzing sample,Instr CoreSVG,Instr ImageIO,Instr XCTTargetBootstrap
00h 05m 37s,155259,93,0,0,11505,162,,245760,3678208,24576
00h 05m 37s,155412,93,0,0,11505,153,,,,
00h 05m 37s,155552,93,0,0,11505,140,,,,
00h 05m 37s,155697,93,0,0,11505,145,,,,
00h 05m 37s,155847,93,0,0,11505,150,,,,
00h 05m 37s,155995,93,0,0,11505,148,,,,
00h 05m 37s,156142,93,0,0,11505,147,,,,
00h 05m 37s,156284,93,0,0,11505,142,,245760,3678208,24576
00h 05m 37s,156435,93,0,0,11505,151,,,,
00h 05m 37s,156577,93,0,0,11505,142,,,,
00h 05m 37s,156721,93,0,0,11505,144,,,,
00h 05m 37s,156874,93,0,0,11505,153,,,,
00h 05m 37s,157027,93,0,0,11505,153,,,,
00h 05m 37s,157180,93,0,0,11505,153,,,,
00h 05m 37s,157331,93,0,0,11505,151,,,,
00h 05m 37s,157485,93,0,0,11505,154,,,,
00h 05m 37s,157637,93,0,0,11505,152,,,,
00h 05m 37s,157796,93,0,0,11505,159,,,,
00h 05m 37s,157947,93,0,0,11505,151,,,,
00h 05m 37s,158107,93,0,0,11505,160,,245760,3678208,24576
00h 05m 37s,158257,93,0,0,11505,150,,,,
00h 05m 37s,158405,93,0,0,11505,148,00087,245760,3678208,24576
00h 05m 37s,158556,93,0,0,11505,151,,245760,3678208,24576
00h 05m 37s,158708,94,0,0,11506,152,,,,
00h 05m 37s,158864,94,0,0,11506,156,,,,
00h 05m 37s,159036,94,0,0,11506,172,,,,
00h 05m 37s,159196,94,0,0,11506,160,,245760,3678208,24576
00h 05m 37s,159368,94,0,0,11506,172,,,,
00h 05m 37s,159532,94,0,0,11506,164,,245760,3678208,24576
00h 05m 37s,159693,94,0,0,11506,161,,,,
00h 05m 37s,159853,94,0,0,11506,160,,,,
00h 05m 37s,160007,94,0,0,11506,154,,,,
00h 05m 37s,160171,94,0,0,11506,164,,245760,3678208,24576
00h 05m 37s,160333,95,0,0,11506,162,,,,
00h 05m 37s,160683,95,0,0,11506,350,00094,245760,3678208,24576
00h 05m 37s,161096,95,0,0,11506,413,,245760,3678208,24576
00h 05m 37s,161254,95,0,0,11506,158,,,,
00h 05m 37s,161410,95,0,0,11506,156,,245760,3678208,24576
00h 05m 37s,161576,95,0,0,11506,166,00093,,,
00h 05m 37s,161721,95,0,0,11506,145,,245760,3678208,24576
00h 05m 37s,161864,96,0,0,11506,143,,,,
00h 05m 37s,162006,96,0,0,11506,142,00095,245760,3678208,24576
00h 07m 08s,162143,96,0,0,11506,137,,245760,3678208,24576
00h 07m 08s,162263,96,0,0,11506,120,,,,
00h 07m 08s,162394,96,0,0,11506,131,,245760,3678208,24576
00h 07m 08s,162538,96,0,0,11506,144,,,,
00h 07m 08s,162675,96,0,0,11506,137,,245760,3678208,24576
00h 07m 08s,162819,96,0,0,11506,144,,,,
00h 07m 08s,162957,96,0,0,11506,138,,,,
00h 07m 08s,163101,96,0,0,11506,144,,,,
00h 07m 08s,163235,96,0,0,11506,134,,245760,3678208,24576
00h 07m 08s,163388,96,0,0,11506,153,,,,
00h 07m 08s,163532,96,0,0,11506,144,,245760,3678208,24576
00h 07m 08s,163915,96,0,0,11506,383,,245760,3678208,24576
00h 07m 08s,164064,96,0,0,11506,149,,,,
00h 07m 08s,164211,96,0,0,11506,147,,,,
00h 07m 08s,164359,96,0,0,11506,148,,,,
00h 07m 08s,164506,96,0,0,11506,147,,,,
00h 07m 08s,164634,96,0,0,11506,128,,,,
00h 07m 08s,164775,96,0,0,11506,141,,,,
00h 07m 08s,164919,96,0,0,11506,144,,,,
00h 07m 08s,165062,96,0,0,11506,143,,245760,3678208,24576
00h 07m 08s,165213,97,0,0,11509,151,,245760,3678208,24576
00h 07m 08s,165360,97,0,0,11509,147,,,,
00h 07m 08s,165505,97,0,0,11509,145,,245760,3678208,24576
00h 07m 08s,165655,97,0,0,11509,150,,,,
00h 07m 08s,165802,97,0,0,11509,147,,245760,3678208,24576
00h 07m 08s,165964,97,0,0,11509,162,,,,
00h 07m 08s,166122,98,0,0,11510,158,,,,
00h 07m 08s,166283,98,0,0,11510,161,,,,
00h 07m 08s,166429,98,0,0,11510,146,,245760,3678208,24576
00h 07m 08s,166589,98,0,0,11510,160,,245760,3678208,24576
00h 07m 08s,166750,98,0,0,11510,161,,,,
00h 07m 08s,166897,98,0,0,11510,147,,,,
00h 07m 08s,167037,98,0,0,11510,140,,245760,3678208,24576
00h 07m 08s,167189,98,0,0,11510,152,00097,245760,3678208,24576
00h 07m 08s,167339,98,0,0,11510,150,,,,
00h 07m 08s,167489,98,0,0,11510,150,,,,
00h 07m 08s,167640,98,0,0,11510,151,,,,
00h 07m 08s,167800,98,0,0,11510,160,,,,
00h 07m 08s,167945,98,0,0,11510,145,,,,
00h 07m 08s,168105,98,0,0,11510,160,00096,,,
00h 07m 08s,168260,98,0,0,11510,155,,245760,3678208,24576
00h 07m 08s,168414,98,0,0,11510,154,,,,
00h 07m 08s,168561,98,0,0,11510,147,,,,
00h 07m 08s,168708,98,0,0,11510,147,,,,
00h 07m 08s,168865,98,0,0,11510,157,,,,
00h 07m 08s,169019,98,0,0,11510,154,00082,,,
00h 07m 08s,169163,98,0,0,11510,144,,,,
00h 07m 08s,169315,98,0,0,11510,152,,,,
00h 07m 08s,169457,98,0,0,11510,142,,,,
00h 07m 08s,169610,98,0,0,11510,153,,,,
00h 07m 08s,169772,98,0,0,11510,162,,,,
00h 07m 08s,169931,98,0,0,11510,159,,,,
00h 07m 08s,170086,98,0,0,11510,155,,,,
00h 07m 08s,170240,98,0,0,11510,154,,,,
00h 07m 08s,170387,98,0,0,11510,147,,,,
00h 07m 08s,170540,98,0,0,11510,153,,,,
